"Case Number","Case Record Type","Case Type","Implementer","Account Name","Subject","Release Target","Complexity Cause (SE)","Release Actual","Case Last Modified Date","Cluster","Status","Time Estimate","Time Spent - Communication","Time Spent - Engineering"
"00129311","Support Team","","Iryna Zavalyshyna","Wallis Fashion","Size Slider to PDP","5.3.0","Feature Request/ Disable (No-Design)","","3/27/2012","C5","Closed","2.00","3.000","4.250"
"00129288","Support Team","","Iryna Zavalyshyna","Bazaarvoice","Bilka.dk: SCI request","5.2.1","SCI","","3/19/2012","C4","Closed","","0.000","1.500"
"00129245","Support Team","PIE","Iryna Zavalyshyna","TRIA Beauty","Update Social alert Logo&Tagline","5.3.0","Social Alerts","","3/20/2012","C4","Closed","","1.000","3.000"
"00128783","Support Team","","Iryna Zavalyshyna","Bazaarvoice","Promod.fr and Promod.de : SCI request","5.2.1","SCI","","3/19/2012","C4","Closed","","0.000","1.750"
"00128634","Support Team","","Iryna Zavalyshyna","Bazaarvoice","Please enable SCI for Sheridan","5.2.0","SCI","","3/9/2012","C4","Closed","1.50","0.000","1.500"
"00128503","Strategic  Integration","UI Migration","Iryna Zavalyshyna","Bazaarvoice","Bedfordfair: Migrate UI Version to 5.1","5.2.0","","","3/9/2012","C4","Closed","2.00","0.000","2.000"
"00128490","Strategic  Integration","UI Migration","Iryna Zavalyshyna","Bazaarvoice","Oreck: Migrate UI Version to 5.1","5.2.0","","","3/6/2012","C4","Closed","1.50","0.000","1.500"
"00127932","Strategic  Integration","UI Migration","Iryna Zavalyshyna","Bazaarvoice","Bitdefender : Migrate UI Version to 5.1","5.1.7","","","3/4/2012","C4","Closed","1.50","0.000","1.500"
"00127692","Support Team","","Iryna Zavalyshyna","Bazaarvoice","Exito - SCI Request","5.1.6","SCI","","3/4/2012","C4","Closed","2.00","0.000","1.500"
"00127426","Strategic  Integration","Social Commerce Upgrade","Iryna Zavalyshyna","Bitdefender","Smart SEO advanced implementation","","","","3/27/2012","","Closed","4.00","3.750","6.000"
"00127275","Support Team","","Iryna Zavalyshyna","Nikon Americas","Change sort function","5.2.0","Feature Request/ Disable (No-Design)","","3/4/2012","C1","Closed","1.50","0.500","2.000"
"00127155","Support Team","","Iryna Zavalyshyna","TicketCity.com","Update Social Sharing","","Feature Request/ Disable (No-Design)","","4/28/2012","C1","In Progress","3.50","6.750","12.500"
"00127069","Strategic  Integration","UI Migration","Iryna Zavalyshyna","Bazaarvoice","Bestseller: Migrate UI Version to 5.1","5.2.0","","","3/9/2012","C4","Closed","10.00","0.000","8.500"
"00126258","Strategic  Integration","Other","Iryna Zavalyshyna","SonyStyle.com","Moving Sony Vaio pages onto Hosted platform","","","","5/3/2012","C4","With Client","","0.750","1.500"
"00125773","Support Team","","Iryna Zavalyshyna","HP Articles (HP)","Copy Change","5.1.4","Feature Request/ Disable (No-Design)","","3/4/2012","C2","Closed","1.50","1.000","3.000"
"00125715","Support Team","","Iryna Zavalyshyna","ATK","Implement SCI Blackhawk","5.1.4","SCI","","3/4/2012","","Closed","1.50","0.500","1.500"
"00125713","Support Team","","Iryna Zavalyshyna","ATK","Implement SCI Federalpremium","5.1.3","SCI","","3/4/2012","","Closed","1.50","0.000","1.500"
"00125688","Support Team","","Iryna Zavalyshyna","Bestseller","Access to the Smart Display (Workbench)","5.1.5","Feature Request/ Disable (No-Design)","","3/4/2012","c5","Closed","5.00","1.500","5.500"
"00125658","Strategic  Integration","Other","Iryna Zavalyshyna","Canon U.S.A., Inc.","Canon - Mobile Microsite Implementation","5.5.1","","","5/4/2012","C4","In Progress","","8.000","55.000"
"00125018","Strategic  Integration","UI Migration","Iryna Zavalyshyna","Bazaarvoice","GordonsJewelers: Migrate UI version 4.7 to 5.1","5.1.3","","","3/4/2012","C4","Closed","","0.500","3.750"
"00124937","Strategic  Integration","Other","Iryna Zavalyshyna","Bazaarvoice","winderfarms: Make Social Alerts and Microsite LIVE","5.1.2","","","3/4/2012","C4","Closed","","0.000","3.500"
"00124927","Strategic  Integration","Other","Iryna Zavalyshyna","Samsung Electronics America, Inc.","Samsung America SCI","5.1.3","","","3/4/2012","C4","Closed","","1.750","8.000"
"00124836","Strategic  Integration","UI Migration","Iryna Zavalyshyna","Bazaarvoice","Cvspharmacy: Migrate UI version to 5.1","5.1.2","","","3/4/2012","C4","Closed","","0.000","2.000"
"00124724","Strategic  Integration","Other","Iryna Zavalyshyna","Bazaarvoice","Fix UI issues","5.1.1","","","3/4/2012","C4","Closed","0.50","0.000","0.500"
"00124654","Strategic  Integration","UI Migration","Iryna Zavalyshyna","Bazaarvoice","CIBC: Migrate UI Version to 5.1","5.2.0","Feature Request/ Disable (No-Design)","","3/6/2012","C4","Closed","6.00","0.000","9.500"
"00124390","Support Team","","Iryna Zavalyshyna","LegalZoom.com, Inc.","Regulatory Language on the microsite","5.1.3","Feature Request/ Disable (Design Required)","","3/4/2012","","Closed","3.50","2.000","6.500"
"00123757","Support Team","","Iryna Zavalyshyna","Under Armour, Inc.","Under Armour- Ask & Answer","5.1.0","Feature Request/ Disable (No-Design)","","3/4/2012","C4","Closed","5.00","0.500","4.500"
"00123613","Strategic  Integration","Other","Iryna Zavalyshyna","Bazaarvoice","Customer Investigation","5.0.13","","","3/4/2012","C4","Closed","","0.000","8.500"
"00123402","Strategic  Integration","Other","Iryna Zavalyshyna","Bazaarvoice","Capital One: UI migration to 5.0","5.1.1","","","3/4/2012","C4","Closed","3.00","","2.250"
"00123162","Strategic  Integration","Other","Iryna Zavalyshyna","Bazaarvoice","Reliable: UI migration to 5.0","5.0.13","","","3/4/2012","C4","Closed","3.00","","2.000"
"00123116","Support Team","","Iryna Zavalyshyna","NBTY, Inc.","Please enable NPS Text to www.puritan.com","5.1.0","Feature Request/ Disable (No-Design)","","3/4/2012","","Closed","2.00","1.500","0.750"
"00123091","Support Team","","Iryna Zavalyshyna","Bare Necessities","Write a Review header not rendering correctly","5.1.0","Feature Request/ Disable (No-Design)","","3/4/2012","","Closed","1.00","1.000","1.500"
"00123049","Strategic  Integration","Other","Iryna Zavalyshyna","Bazaarvoice","Pemco: UI migration to 5.0","5.1.1","","","3/4/2012","C4","Closed","3.00","","2.500"
"00123037","Strategic  Integration","Other","Iryna Zavalyshyna","Bazaarvoice","Palomar: UI migration to 5.0","5.1.0","","","3/4/2012","C4","Closed","3.00","","2.250"
"00122947","Support Team","","Iryna Zavalyshyna","Bazaarvoice","Lenovo: migrate UI version  to 5.0","5.0.13","Feature Request/ Disable (No-Design)","","3/4/2012","C4","Closed","3.00","0.000","1.500"
"00122830","Support Team","","Iryna Zavalyshyna","Bazaarvoice","VandenBorre-FR,VandenBorre-NL: migrate to 5.0","5.1.0","Feature Request/ Disable (No-Design)","","3/4/2012","C4","Closed","3.00","0.000","3.000"
"00122825","Support Team","","Iryna Zavalyshyna","Bazaarvoice","Barratts: migrate to 5.0","5.0.12","Feature Request/ Disable (No-Design)","","3/4/2012","C4","Closed","3.00","0.000","1.500"
"00122718","Strategic  Integration","Other","Iryna Zavalyshyna","Bazaarvoice","Kodakeurope: UI migration to 5.0","5.0.12","","","3/4/2012","C4","Closed","3.00","","1.750"
"00122716","Support Team","","Iryna Zavalyshyna","Bazaarvoice","Travelocity: migrate to 5.0","5.0.12","Feature Request/ Disable (No-Design)","","3/4/2012","C4","Closed","","0.000","1.500"
"00122717","Strategic  Integration","Other","Iryna Zavalyshyna","Bazaarvoice","Frontlineshop: UI migration to 5.0","5.0.12","","","3/4/2012","C4","Closed","3.00","","2.000"
"00122398","Support Team","","Iryna Zavalyshyna","Bazaarvoice","Yves Rocher: migrate to 5.0","5.0.12","Feature Request/ Disable (No-Design)","","3/4/2012","C4","Closed","","0.000","7.750"
"00122348","Support Team","","Iryna Zavalyshyna","Stila Cosmetics","[JIRA] (BVC-112154) PIE emails are throwing thousands of errors for StilaCosmetics client","5.0.12","Feature Request/ Disable (No-Design)","","3/4/2012","","Closed","1.00","0.000","1.000"
"00122232","Support Team","","Iryna Zavalyshyna","Motosport","UI migration to 5.0","5.0.11","Text Change","","3/4/2012","C1","Closed","","0.000","1.500"
"00121920","Strategic  Integration","Facebook Migration","Iryna Zavalyshyna","Capital One","SY4FB Migration - Capital One","5.1.0","","","3/4/2012","","Closed","8.00","0.500","4.000"
"00121334","Support Team","","Iryna Zavalyshyna","Kodak (EMEA)","Kodak Syndication - Argos - change attribution","5.0.10","Feature Request/ Disable (No-Design)","","3/4/2012","C4","Closed","3.00","0.500","3.000"
"00121235","Support Team","","Iryna Zavalyshyna","totes>>Isotoner Corporation","Enable PII for Totes","5.0.9","Feature Request/ Disable (No-Design)","5.0.9","3/4/2012","","Closed","1.00","0.500","0.750"
"00121034","Support Team","","Iryna Zavalyshyna","My Supermarket Ltd","Rating start change size","5.0.10","Feature Request/ Disable (Design Required)","5.0.10","3/4/2012","","Closed","1.50","5.000","2.500"
"00120824","Support Team","","Iryna Zavalyshyna","DRL Ltd","Change from ticks to stars","5.0.8","Feature Request/ Disable (No-Design)","","3/4/2012","C5","Closed","3.00","1.000","2.000"
"00120111","Support Team","","Iryna Zavalyshyna","Conrad Electronic DE","Update ""Write a review"" form","5.0.10","Feature Request/ Disable (No-Design)","","3/4/2012","C5","Closed","8.00","1.000","6.500"
"00111751","Strategic  Integration","PIE","Iryna Zavalyshyna","Academy","Academy - WL PIE","","","","3/21/2012","C4","Closed","6.00","4.750","9.250"
"00133213","Support Team","","Ivan Solomichev","Bazaarvoice","Internal: RioGrande SCI","5.6.0","SCI","","5/4/2012","C4","Closed","3.00","0.000","3.500"
"00133130","Support Team","","Ivan Solomichev","Bazaarvoice","Internal: Verizon SCI","5.5.2","SCI","","5/3/2012","C4","In Progress","3.00","1.750","3.250"
"00131611","Support Team","","Ivan Solomichev","Bazaarvoice","Internal : SCI for HealthyChoice","5.5.0","SCI","","4/18/2012","C4","Closed","2.00","1.000","2.250"
"00131392","Strategic  Integration","Other","Ivan Solomichev","Bazaarvoice","Internal : Samsung (A&A): Found While Testing BVC-111655","","","","4/17/2012","C4","In Progress","1.00","0.000","6.000"
"00131080","Strategic  Integration","Other","Ivan Solomichev","Bazaarvoice","Internal: Taos (R&R): TS issues","","","","4/18/2012","C4","Closed","","0.000","12.000"
"00129821","Support Team","","Ivan Solomichev","Bazaarvoice","Internal - Dow: SCI Request","5.3.1","SCI","","3/22/2012","C4","Closed","3.00","0.000","4.000"
"00129295","Support Team","","Ivan Solomichev","Bazaarvoice","Intearnal : Belair - SCI request","5.4.0","SCI","","4/10/2012","C4","Closed","2.00","6.000","24.500"
"00127309","Strategic  Integration","Other","Ivan Solomichev","Bazaarvoice","Internal : Fellowes: migrate 4.8 ->5.1","5.4.0","","","4/2/2012","C4","Closed","3.00","0.000","6.500"
"00127092","Strategic  Integration","PIE","Ivan Solomichev","Jarden Corporation","Implement PIE for aer1 website","","","","5/4/2012","C1","Closed","15.00","10.250","45.500"
"00127078","Support Team","","Ivan Solomichev","Bazaarvoice","Energizer SCI","5.1.5","SCI","","3/4/2012","C4","Closed","2.50","0.000","3.500"
"00126966","Strategic  Integration","Other","Ivan Solomichev","Bazaarvoice","Gonedigging: UI fix","5.1.5","","","3/4/2012","C4","Closed","0.50","0.000","0.500"
"00126935","Support Team","","Ivan Solomichev","Bazaarvoice","SCI for Palomar","5.1.5","SCI","","3/4/2012","C4","Closed","2.00","0.000","3.000"
"00126795","Strategic  Integration","Other","Ivan Solomichev","Bazaarvoice","OpenTable.com (R&R): Minor UI bug","5.3.0","","","3/27/2012","C4","Closed","1.00","0.000","9.000"
"00126779","Strategic  Integration","Other","Ivan Solomichev","Bazaarvoice","Internal : OpenTable: migration","5.3.0","","","3/28/2012","C4","Closed","3.00","1.000","5.250"
"00125953","Support Team","Other","Ivan Solomichev","Bazaarvoice","Crisco Recipes SCI","5.1.4","SCI","","3/13/2012","C4","Closed","2.50","0.000","3.000"
"00125954","Support Team","Other","Ivan Solomichev","Bazaarvoice","Fellowes autotag","5.2.1","SCI","","3/14/2012","C4","Closed","2.00","0.500","6.000"
"00125950","Support Team","Other","Ivan Solomichev","Bazaarvoice","Energizer SCI","5.1.4","SCI","","3/4/2012","C4","Closed","2.50","0.000","5.000"
"00125496","Strategic  Integration","Other","Ivan Solomichev","Bazaarvoice","Tundra: TS issue","5.1.4","","","3/4/2012","C4","Closed","0.50","0.000","1.500"
"00125472","Strategic  Integration","Other","Ivan Solomichev","Bazaarvoice","Sonsi: migrate 4.7 ->5.1","5.1.3","","","3/4/2012","C4","Closed","3.50","0.000","3.000"
"00125417","Support Team","","Ivan Solomichev","Lancome (L'Oreal)","Lancome Issue","5.1.5","Feature Request/ Disable (Design Required)","","3/4/2012","C1","Closed","0.50","1.000","5.000"
"00124903","Strategic  Integration","Other","Ivan Solomichev","Bazaarvoice","Gonedigging : UI Version Migration to 5.1","5.1.2","","","3/4/2012","C4","Closed","3.00","0.000","3.000"
"00124794","Support Team","","Ivan Solomichev","Charming Shoppes","Sonsi - Share this Product Feature","5.1.3","Feature Request/ Disable (No-Design)","","3/4/2012","C4","Closed","3.00","0.750","6.500"
"00123437","Strategic  Integration","Other","Ivan Solomichev","Bazaarvoice","CLONE - Conrad-de: minor IE bug","5.1.0","","","3/4/2012","C4","Closed","1.00","0.000","2.000"
"00123430","Strategic  Integration","Other","Ivan Solomichev","Bazaarvoice","Goertz : UI Version Migration to 5.0","","","","3/4/2012","C4","Closed","2.00","0.000","2.000"
"00123170","Support Team","","Ivan Solomichev","Signature Gifts","Showing reviews with multiple external ID's","5.1.6","Feature Request/ Disable (No-Design)","","3/6/2012","C5","Closed","1.00","3.000","9.500"
"00123148","Strategic  Integration","Other","Ivan Solomichev","Bazaarvoice","Northface (PRR): UI issue","","","","3/4/2012","C4","Closed","0.50","0.000","1.500"
"00122940","Strategic  Integration","Other","Ivan Solomichev","Bazaarvoice","Pharmavite: UI issues","","","","3/4/2012","C4","Closed","1.00","0.000","1.000"
"00122668","Strategic  Integration","Other","Ivan Solomichev","Bazaarvoice","walmart [ BVC-100663 ]: UI fix","","","","3/4/2012","C4","Closed","2.00","0.000","3.000"
"00122191","Strategic  Integration","PIE","Ivan Solomichev","Jarden Corporation","WL PIE for Foodsaver","5.1.4","","","3/4/2012","C1","Closed","15.00","3.250","33.000"
"00121598","Strategic  Integration","PIE","Ivan Solomichev","The J.M. Smucker Company","Post interaction email on Crisco","","","","5/3/2012","","In Progress","15.00","5.750","22.000"
"00132569","Support Team","","Pavlo Bilyk","Bazaarvoice","Internal: Dealsdirect SCI","","SCI","","4/24/2012","C4","New","","0.000","1.000"
"00132568","Strategic  Integration","Other","Pavlo Bilyk","","Internal: Backlog","","","","5/2/2012","","New","","0.000","9.000"
"00132114","Support Team","","Pavlo Bilyk","Bazaarvoice","Internal: Phones4u SCI","","SCI","","4/17/2012","C4","In Progress","","0.000","2.000"
"00131250","Support Team","","Pavlo Bilyk","Bazaarvoice","Internal: Social Alerts investigation","","Social Alerts","","4/9/2012","C4","New","","1.500","11.000"
"00131054","Support Team","","Pavlo Bilyk","Bazaarvoice","Internal: Bloomingdales SCI upgrade","","SCI","","4/17/2012","C4","In Progress","","0.000","6.000"
"00130916","Support Team","","Pavlo Bilyk","Bazaarvoice","Internal: Elizabeth Arden SCI","","SCI","","3/31/2012","C4","Closed","","0.000","1.000"
"00130244","Strategic  Integration","Other","Pavlo Bilyk","Bazaarvoice","Internal: Foderbilen bugfix","","","","3/31/2012","C4","Closed","","0.000","1.000"
"00127746","Support Team","","Pavlo Bilyk","Bazaarvoice","SCI for PromoLabs","","SCI","5.1.5","3/4/2012","C4","Closed","","0.000","2.500"
"00126951","Support Team","","Pavlo Bilyk","Bazaarvoice","SCI for gluttenfreely","","SCI","","3/4/2012","C4","Closed","","0.250","1.250"
"00126787","Support Team","","Pavlo Bilyk","Bazaarvoice","GA SCI for Eileenfisher","","SCI","5.1.5","3/4/2012","C4","Closed","","0.250","1.000"
"00126376","Support Team","","Pavlo Bilyk","Bazaarvoice","SCI for Dixons, Dicksmith, Centralpoint","","SCI","","3/4/2012","C4","Closed","","1.000","3.500"
"00125612","Support Team","","Pavlo Bilyk","Bazaarvoice","SCI for Canadian Tire, Gillette, TD Mortgage, Finish","5.1.3","SCI","","3/4/2012","C4","Closed","","5.000","2.000"
"00124739","Support Team","","Pavlo Bilyk","Alternative Apparel","Update Promo Code on Success Page","5.1.6","Text Change","","3/6/2012","C1","Closed","2.00","3.500","7.500"
"00124633","Support Team","","Pavlo Bilyk","Bazaarvoice","arcteryx - SCI for all locales and JD sports","5.1.2","SCI","","3/4/2012","C4","Closed","4.00","0.500","10.000"
"00123716","Strategic  Integration","Other","Pavlo Bilyk","","SCI for PoulanPro, Poulan, Weedeater, JD Sports","5.1.0","","","3/4/2012","","Closed","8.00","0.000","8.500"
"00123272","Strategic  Integration","PIE","Pavlo Bilyk","Leroy Merlin","Mise en place du PIE","5.5.1","","","4/25/2012","C5","Ready for Release","0.00","3.000","17.500"
"00122845","Strategic  Integration","Other","Pavlo Bilyk","","SCI for Skullcandy","5.0.13","","","3/4/2012","","Closed","2.00","0.000","3.000"
"00121923","Strategic  Integration","Facebook Migration","Pavlo Bilyk","Lending Tree","SY4FB Migration - Lending Tree","5.1.0","","","3/4/2012","C1","Closed","8.00","1.000","6.000"
"00121546","Strategic  Integration","Other","Pavlo Bilyk","","Enablin SCI for Starbucks, EJ, HS and CK","5.0.9","","","12/16/2011","","Closed","8.00","4.000","5.000"
"00120820","Strategic  Integration","PIE","Pavlo Bilyk","John Lewis Partnership plc","John Lewis - Migration of Social Alerts to Responsys","5.3.0","","","5/4/2012","","In Progress","8.00","14.500","48.000"
"00119344","Support Team","","Pavlo Bilyk","Parts Express International","Helping with verified buyer badge","5.1.0","Minor UI Change","","3/4/2012","C2","Closed","2.50","0.000","3.000"
"00104840","Support Team","","Pavlo Bilyk","Jarden Corporation","Thank You Page: Modification Need:","5.0.13","Text Change","5.0.13","3/4/2012","C1","Closed","2.00","0.500","1.500"
"00132824","Strategic  Integration","Other","Petro Drogomyretskyi","Bazaarvoice","INTERNAL - ThomasPink: PIE","5.5.1","","","5/3/2012","C4","Closed","2.00","1.000","1.000"
"00132562","Strategic  Integration","Other","Petro Drogomyretskyi","Bazaarvoice","INTERNAL - Innovations: SA issues","5.5.1","","","4/27/2012","C4","Closed","0.50","1.000","0.000"
"00132558","Strategic  Integration","Other","Petro Drogomyretskyi","Bazaarvoice","INTERNAL - LeroyMerlin-FR_FR: PIE","5.5.1","","","4/27/2012","C4","In Progress","2.00","1.750","8.250"
"00132557","Strategic  Integration","Other","Petro Drogomyretskyi","Bazaarvoice","INTERNAL - Leroymerlin-FR_FR: default UI migration to 5.3","5.5.1","","","4/24/2012","C4","Closed","2.00","1.500","6.500"
"00132555","Strategic  Integration","Other","Petro Drogomyretskyi","Bazaarvoice","INTERNAL - Menswearhouse: default UI migration to 5.3","5.5.1","","","4/24/2012","C4","Closed","2.00","0.000","1.500"
"00132086","Strategic  Integration","Other","Petro Drogomyretskyi","Bazaarvoice","INTERNAL - Futuro: TS issues","5.5.1","","","4/23/2012","C4","In Progress","1.00","0.500","1.000"
"00132085","Strategic  Integration","Other","Petro Drogomyretskyi","Bazaarvoice","INTERNAL - 3M: TS issues","5.4.2","","","4/24/2012","C4","Closed","1.00","1.500","1.000"
"00132087","Strategic  Integration","Other","Petro Drogomyretskyi","Bazaarvoice","INTERNAL - Cleanstart: TS issues","5.5.1","","","4/24/2012","C4","Closed","0.50","","1.000"
"00132084","Strategic  Integration","Other","Petro Drogomyretskyi","Bazaarvoice","INTERNAL -Naturalizer: TS issues","5.4.2","","","4/24/2012","C4","Closed","1.00","1.000","1.500"
"00132088","Strategic  Integration","Other","Petro Drogomyretskyi","Bazaarvoice","INTERNAL - DiscountDance: default UI migration to 5.3","5.4.2","","","4/23/2012","C4","Closed","2.00","0.250","0.000"
"00131898","Support Team","","Petro Drogomyretskyi","Bazaarvoice","INTERNAL - SCI for Remingtonproducts","5.4.2","SCI","5.4.2","4/23/2012","C4","Closed","1.50","0.500","1.500"
"00131737","Strategic  Integration","PIE","Petro Drogomyretskyi","The Men's Wearhouse","Want to use PIE Functionality","5.5.1","","","5/3/2012","C6","In Progress","2.00","1.500","12.500"
"00130501","Support Team","","Petro Drogomyretskyi","Bazaarvoice","INTERNAL - SCI for Grainger","5.3.1","SCI","5.3.1","3/30/2012","C4","Closed","2.00","4.500","4.500"
"00129852","Strategic  Integration","Other","Petro Drogomyretskyi","Bazaarvoice","INTERNAL - Clarins-En_GB: TS issues","5.4.2","QA Ticket","","4/17/2012","C4","Closed","2.50","2.000","5.000"
"00129733","Support Team","Other","Petro Drogomyretskyi","Bazaarvoice","INTERNAL - Dotti-au(Stories): TS issues","5.4.2","QA Ticket","5.4.1","4/12/2012","C4","Closed","2.50","1.500","7.000"
"00129382","Support Team","","Petro Drogomyretskyi","Bazaarvoice","SCI for Fellowes","5.2.1","SCI","5.2.1","3/19/2012","C4","Closed","1.50","0.500","1.500"
"00129290","Support Team","","Petro Drogomyretskyi","Bazaarvoice","SCI for Belair-Ontario","5.2.1","SCI","","3/19/2012","C4","Closed","1.50","","1.000"
"00128690","Strategic  Integration","Other","Petro Drogomyretskyi","Bazaarvoice","PIE issues (aer1)","5.2.1","","","3/19/2012","C4","Closed","5.00","5.000","5.000"
"00127691","Support Team","Other","Petro Drogomyretskyi","Bazaarvoice","Carters(PRR): Results of additional clients testing on production","5.1.6","Minor UI Change","5.1.5","3/4/2012","C4","Closed","0.50","0.000","0.500"
"00127284","Strategic  Integration","PIE","Petro Drogomyretskyi","The Direct Group","PIE integration with Exact Target for TVSN","5.4.2","","","4/18/2012","","In Progress","8.00","1.000","2.000"
"00127277","Strategic  Integration","Other","Petro Drogomyretskyi","The Direct Group","Moving Social Alerts across to their ESP","5.2.0","","","3/6/2012","","Closed","4.00","3.000","3.000"
"00126749","Support Team","","Petro Drogomyretskyi","Bazaarvoice","SCI for Bayer","5.1.7","SCI","5.1.7","4/24/2012","C4","Closed","1.50","1.500","5.000"
"00126668","Support Team","","Petro Drogomyretskyi","Bazaarvoice","SCI for TivoliAudio","5.1.5","SCI","5.1.5","3/4/2012","C4","Closed","1.50","1.000","0.000"
"00125891","Strategic  Integration","PIE","Petro Drogomyretskyi","Micro Electronics, Inc. (Micro Center)","PPE Feed","5.5.1","","","4/24/2012","","In Progress","2.00","7.500","17.750"
"00125144","Support Team","","Petro Drogomyretskyi","Bazaarvoice","SCI for Zales","5.1.3","SCI","","3/4/2012","C4","Closed","1.50","0.000","2.000"
"00124890","Support Team","","Petro Drogomyretskyi","Bazaarvoice","SCI for TDMortGage","5.1.3","SCI","","3/4/2012","C4","Closed","2.50","3.500","11.000"
"00124889","Strategic  Integration","Other","Petro Drogomyretskyi","Bazaarvoice","JMBruneau-en(PRR, A&A): TS issues","5.1.2","","","3/4/2012","C4","Closed","0.50","0.500","0.500"
"00124567","Support Team","","Petro Drogomyretskyi","Bazaarvoice","SCI for SallyHansen","5.1.1","SCI","","3/4/2012","C4","Closed","1.50","0.500","2.000"
"00124531","Support Team","","Petro Drogomyretskyi","Bazaarvoice","SCI for Foot Locker Europe","5.1.1","SCI","5.1.1","3/4/2012","C4","Closed","1.50","0.500","2.000"
"00124146","Support Team","Other","Petro Drogomyretskyi","Bazaarvoice","SCI for Pharmavite","5.1.5","SCI","","3/4/2012","C4","Closed","1.50","0.500","4.000"
"00123909","Strategic  Integration","Other","Petro Drogomyretskyi","Bazaarvoice","Feature investigation automation tool","5.2.0","","","3/4/2012","C4","Closed","0.00","0.000","1.000"
"00123908","Strategic  Integration","Other","Petro Drogomyretskyi","Carhartt, Inc.","SY4FB for Carhartt","5.1.0","","","3/4/2012","C4","Closed","3.00","0.000","3.000"
"00123721","Strategic  Integration","Other","Petro Drogomyretskyi","AT Cross","SCI for AT Cross","5.1.3","","","3/4/2012","","Closed","1.50","0.000","2.000"
"00123719","Strategic  Integration","Other","Petro Drogomyretskyi","Absolute Software","SCI for Absolute","5.1.6","","","3/4/2012","","Closed","1.50","0.000","2.000"
"00123690","Support Team","","Petro Drogomyretskyi","Paramount Farms","Paramount Farms: SmartSEO Basic enabled","5.1.1","Feature Request/ Disable (No-Design)","5.1.1","3/4/2012","C4","Closed","3.00","1.000","2.000"
"00123621","Strategic  Integration","Other","Petro Drogomyretskyi","Coach","SCI for Coach","5.1.0","","","3/4/2012","C1","Closed","1.50","0.000","2.000"
"00123614","Strategic  Integration","Other","Petro Drogomyretskyi","T-Mobile USA, Inc.","SCI for T-Mobile","5.1.0","","","3/4/2012","C1","Closed","1.50","0.000","2.000"
"00123612","Strategic  Integration","Other","Petro Drogomyretskyi","Cargill","SCI for Cargill","5.1.0","","","3/4/2012","","Closed","1.50","0.000","2.000"
"00123435","Strategic  Integration","Other","Petro Drogomyretskyi","Ashford.com, Inc.","SCI for Ashford","5.0.13","","","3/4/2012","C1","Closed","1.50","0.000","2.000"
"00123163","Strategic  Integration","Other","Petro Drogomyretskyi","Wal-Mart USA","SCI for Wal-Mart USA","5.0.13","","","3/13/2012","C3","Closed","1.50","0.500","2.750"
"00123152","Support Team","Other","Petro Drogomyretskyi","Bazaarvoice","Partsexpressinternational: TS issues","5.1.6","QA Ticket","5.1.5","3/4/2012","C4","Closed","0.50","0.500","2.000"
"00122971","Strategic  Integration","PIE","Petro Drogomyretskyi","Redcats UK","Redcats UK","5.5.1","","","4/23/2012","","In Progress","0.00","13.000","37.000"
"00122719","Strategic  Integration","Other","Petro Drogomyretskyi","Universal Orlando","SCI for Universal Orlando","5.0.12","","","3/4/2012","","Closed","1.50","0.000","3.000"
"00122661","Strategic  Integration","Other","Petro Drogomyretskyi","SkinStore","Skinstore (R&R, A&A): TS issues","5.0.12","","","3/4/2012","C4","Closed","3.00","0.000","3.000"
"00122593","Strategic  Integration","Other","Petro Drogomyretskyi","QVC (DE)","SCI for QVC-DE","5.0.12","","","3/4/2012","C2","Closed","1.50","0.000","3.000"
"00122049","Strategic  Integration","Other","Petro Drogomyretskyi","Robert Bosch LLC (Parent)","SCI for Robert Bosch LLC","5.0.11","","","3/4/2012","2","Closed","1.50","0.000","6.000"
"00121919","Strategic  Integration","Facebook Migration","Petro Drogomyretskyi","Carhartt, Inc.","SY4FB Migration - Carhartt","5.0.13","","","3/4/2012","C4","Closed","3.00","0.000","3.000"
"00121752","Strategic  Integration","Other","Petro Drogomyretskyi","Jm-Bruneau","Jmbruneau-en: Issues from BVC-91356","5.0.11","QA Ticket","","3/4/2012","C5","Closed","2.00","","6.000"
"00121753","Strategic  Integration","Other","Petro Drogomyretskyi","Bazaarvoice","JMBruneau-en(PRR, A&A): Results of weekly release testing on production","5.1.2","QA Ticket","","3/4/2012","C4","Closed","0.00","0.500","4.000"
"00121747","Strategic  Integration","Other","Petro Drogomyretskyi","Argos Limited","Argos (PRR, A&A, Stories): Test Results of Testing on Production","5.0.11","QA Ticket","","3/4/2012","C5","Closed","2.00","0.000","14.750"
"00121056","Support Team","","Petro Drogomyretskyi","Garnet Hill Inc.","Remove Q&A from 'read all reviews' page","5.0.10","Feature Request/ Disable (No-Design)","5.0.11","3/4/2012","C4","Closed","1.00","0.000","1.000"
"00119087","Strategic  Integration","PIE","Petro Drogomyretskyi","Innovations-Club Handelsges. Mbh & Co Kg","Moving from White label to Partner PIE - Exact Target","5.1.2","","","3/4/2012","","Closed","3.00","1.500","12.500"
"00111214","Strategic  Integration","PIE","Petro Drogomyretskyi","Mamas and Papas","PIE for Mamas and Papas","5.5.1","","","4/23/2012","C5","In Progress","0.00","18.000","31.500"
