"Case Number","Case Record Type","Case Type","Implementer","Account Name","Subject","Release Target","Complexity Cause (SE)","Release Actual","Case Last Modified Date","Cluster","Status","Time Estimate","Time Spent - Communication","Time Spent - Engineering"
"00114185","Strategic  Integration","PIE","Anna Hordiyenko","Guthy-Renker Scandinavia","Proactiv DK - PIE with eCircle","5.0.9","","","2/9/2012","C5","Closed","","0.250","2.750"
"00114183","Strategic  Integration","PIE","Anna Hordiyenko","Guthy-Renker Scandinavia","Proactiv NO - PIE with eCircle","5.0.9","","","2/9/2012","C5","Closed","","0.250","3.750"
"00111144","Strategic  Integration","PIE","Anna Hordiyenko","Guthy-Renker Scandinavia","Proactiv SE - PIE with eCircle","5.0.9","","","2/9/2012","C5","Closed","","3.000","22.250"
"00126338","Strategic  Integration","Other","Anton Starykov","Bazaarvoice","BlueNile: migrate to 5.1","5.1.4","","","2/20/2012","C4","Closed","4.00","0.000","4.000"
"00125864","Support Team","","Anton Starykov","Duracell (P&G)","Enable SCI for Duracell US","5.1.3","SCI","5.1.3","2/10/2012","C1","Closed","2.00","0.000","2.000"
"00125848","Support Team","","Anton Starykov","Group Publishing","Group - SCI Request","5.1.3","SCI","5.1.3","2/10/2012","C4","Closed","2.00","0.000","2.000"
"00125817","Support Team","","Anton Starykov","TRIA Beauty","SCI Tria","5.1.3","SCI","5.1.3","2/9/2012","C4","Closed","2.00","0.000","1.000"
"00125529","Strategic  Integration","UI Migration","Anton Starykov","Clarins Groupe USA Inc","upgrade ui version to 5.1","5.1.3","","","2/10/2012","C5","Closed","5.00","0.000","5.000"
"00125375","Support Team","Routine Request","Anton Starykov","Bazaarvoice","WSJWine - Change of GA details","5.1.3","SCI","5.1.3","2/9/2012","C4","Closed","2.00","0.000","2.000"
"00125254","Support Team","","Anton Starykov","Lifetime Brands, Inc.","Mikasa SCI set up","5.1.3","SCI","5.1.3","2/9/2012","","Closed","3.00","0.000","2.000"
"00125015","Strategic  Integration","Other","Anton Starykov","Bazaarvoice","ZumbaFitness : migrate to 5.1","5.1.2","","","2/2/2012","C4","Closed","4.00","0.000","4.000"
"00124774","Strategic  Integration","UI Migration","Anton Starykov","Bazaarvoice","Lending Tree Migrate to latest","5.1.2","","","2/2/2012","C4","Closed","4.00","","4.000"
"00123992","Strategic  Integration","PIE","Anton Starykov","Gina Tricot","PIE implementation","5.1.2","","","2/17/2012","C5","In Progress","2.00","0.250","2.000"
"00123536","Support Team","","Anton Starykov","baumarkt direkt GmbH","PIE Tracking","5.1.3","Social Alerts","5.1.3","2/10/2012","","Closed","2.00","4.500","3.500"
"00123172","Strategic  Integration","Other","Anton Starykov","Bazaarvoice","Customer Investigation","5.0.13","","","1/16/2012","C4","Closed","","0.000","21.000"
"00122552","Strategic  Integration","Other","Anton Starykov","Bazaarvoice","Petco: migrate to 5.0","5.1.0","","","1/20/2012","C4","Closed","0.00","0.000","7.500"
"00122524","Strategic  Integration","Other","Anton Starykov","Bazaarvoice","ITGC-SV_SE: migrate to 5.0","5.0.12","","","1/6/2012","C4","Closed","0.00","0.000","5.000"
"00122523","Strategic  Integration","Other","Anton Starykov","Bazaarvoice","ITGCHungary: migrate to 5.0","5.0.12","","","1/6/2012","C4","Closed","0.00","0.000","4.000"
"00122044","Strategic  Integration","Other","Anton Starykov","Bazaarvoice","Enviedeplus: migrate to 5.0 defaultui","5.0.10","","","12/26/2011","C4","Closed","3.00","0.000","3.000"
"00122041","Support Team","","Anton Starykov","CardsDirect LLC","CardsDirect LLC: migrate to 5.0","5.0.11","Feature Request/ Disable (No-Design)","5.0.11","1/25/2012","C1","Closed","4.00","0.000","4.000"
"00121969","Support Team","","Anton Starykov","RioGrande.com","Migration 4.9 -> 5.0","5.0.10","Feature Request/ Disable (No-Design)","5.0.10","1/23/2012","","Closed","4.00","0.000","4.000"
"00121687","Strategic  Integration","Other","Anton Starykov","Bazaarvoice","Petco: fix ftl errors.","5.0.10","","","12/26/2011","C4","Closed","0.00","0.000","3.000"
"00121475","Support Team","","Anton Starykov","Procter & Gamble ITGC (P&G WE)","New ratings ID for enviedeplus.com","5.0.9","Feature Request/ Disable (No-Design)","5.0.9","1/23/2012","C5","Closed","2.00","0.250","2.000"
"00121408","Support Team","","Anton Starykov","Bazaarvoice","darty: migrate to 5.0 defaultui","5.0.9","Feature Request/ Disable (No-Design)","5.0.9","1/23/2012","C4","Closed","4.00","0.000","4.000"
"00121264","Strategic  Integration","PIE","Anton Starykov","Canadian Tire Corporation, Limited","PIE for Mark's Work Wearhouse (Canadian Tire)","5.0.9","","","2/21/2012","C1","With Client","5.00","0.000","5.000"
"00120912","Support Team","","Anton Starykov","Travelocity","social alerts:  rejected review","5.1.3","Social Alerts","","2/20/2012","C2","In Progress","1.00","2.250","8.500"
"00120815","Support Team","","Anton Starykov","Best Buy","Add the logo to the nickname ActiontecCustomerCare","5.0.9","Feature Request/ Disable (Design Required)","5.0.9","12/16/2011","C3","Closed","1.50","0.250","2.000"
"00120723","Support Team","","Anton Starykov","Cabela's Incorporated","Please enable photo/hosted video in staging","5.1.4","Feature Request/ Disable (Design Required)","","2/20/2012","C4","In Progress","1.00","1.750","9.000"
"00119855","Support Team","","Anton Starykov","Generac","Broken Functionality","5.1.5","Integration Fix","","2/20/2012","","In Progress","1.00","1.000","14.500"
"00113835","Support Team","","Anton Starykov","Cyberport GmbH","Links in average view of rating","5.0.10","Feature Request/ Disable (Design Required)","5.0.10","12/26/2011","C5","Closed","1.00","3.500","6.500"
"00110226","Support Team","","Anton Starykov","Alberto-Culver Company","Re: Staging Reviews Showing up in google","5.1.5","Feature Request/ Disable (No-Design)","4.8.5","2/21/2012","","Closed","1.00","2.000","6.000"
"00108154","Support Team","","Anton Starykov","Cyberport GmbH","Collection of pending answers for users","5.1.5","Social Alerts","","2/20/2012","C5","In Progress","1.00","0.750","7.000"
"00127063","Support Team","","Dmytro Gunko","Thomas Pink UK","Thomas Pink - Enable SCI","5.1.5","SCI","","2/21/2012","","In Progress","3.00","0.250","1.000"
"00126472","Support Team","","Dmytro Gunko","Native Remedies","Native Remedies - Implement SCI","5.1.5","SCI","5.1.5","2/16/2012","","Closed","3.00","0.250","2.500"
"00126186","Support Team","","Dmytro Gunko","The Rockport Company LLC","SCI Request","5.1.5","","5.1.5","2/21/2012","C2","Closed","3.00","0.000","3.000"
"00125939","Support Team","","Dmytro Gunko","Mitsubishi Digital Electronics America","SCI Request for Mitsubishi","5.1.4","SCI","","2/13/2012","C2","Closed","2.00","0.500","2.500"
"00125924","Support Team","","Dmytro Gunko","Reckitt Benckiser (UK)","SCI Implementation","5.1.4","SCI","","2/10/2012","C5","Closed","2.00","1.500","2.000"
"00125706","Support Team","","Dmytro Gunko","Expedia","SE Review Form There are inconsistent translations of ""review"" in Swedish.","","Minor UI Change","","2/16/2012","C2","Closed","1.50","1.250","3.000"
"00125653","Strategic  Integration","UI Migration","Dmytro Gunko","Hanes Brands Inc.","update to the latest ui version","5.1.4","","","2/9/2012","C1","Closed","3.00","0.500","3.000"
"00125576","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice","matrixdirect: migrate to 5.1 defaultui","","","","2/16/2012","C4","Closed","3.00","0.500","4.000"
"00125559","Support Team","","Dmytro Gunko","Matrix Direct Insurance Services","Enable SCI","5.1.3","SCI","","2/13/2012","C4","Closed","3.00","0.750","2.500"
"00125523","Support Team","","Dmytro Gunko","The Land of Nod","Post to Facebook Option","5.1.5","Minor UI Change","5.1.4","2/10/2012","C1","Closed","","1.000","1.500"
"00125428","Support Team","","Dmytro Gunko","Cabela's Incorporated","RLP messed up","5.1.4","Minor UI Change","5.1.4","2/20/2012","C4","Closed","0.20","1.000","1.000"
"00125295","Support Team","","Dmytro Gunko","Vitacost.com","Updating the Vitacost Website","5.1.3","Minor UI Change","5.1.4","2/10/2012","C1","Closed","3.00","1.500","1.000"
"00125274","Support Team","","Dmytro Gunko","Apparel Group","Enable SCI for http://www.sportscraft.com.au","5.1.3","SCI","","2/3/2012","C5","Closed","2.50","0.000","3.000"
"00125242","Support Team","","Dmytro Gunko","Macys.com","Facebook like button flickering","5.1.5","Invalid","5.1.5","2/20/2012","C2","Closed","3.00","1.000","3.500"
"00124851","Support Team","","Dmytro Gunko","Best Buy","Product Family product image - any way to resize, use smaller image or eliminate?","5.1.4","Minor UI Change","","2/16/2012","C3","Closed","2.50","1.000","1.500"
"00124481","Support Team","","Dmytro Gunko","Lorex Corp","Lorex syndication strategy change","5.1.1","Feed Edit","5.1.1","1/27/2012","C4","Closed","0.50","0.500","0.750"
"00124413","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice","legalzoom: migrate to 5.1 defaultui","5.1.2","","","1/26/2012","C4","Closed","3.00","0.000","4.500"
"00124369","Support Team","","Dmytro Gunko","LegalZoom.com, Inc.","""Review summary"" text change","5.1.1","Minor UI Change","5.1.1","1/27/2012","","Closed","1.00","0.500","0.750"
"00124219","Support Team","","Dmytro Gunko","The Home Depot","Product Families","5.1.5","Feature Request/ Disable (No-Design)","","2/21/2012","C2","In Progress","3.00","2.000","2.000"
"00124067","Support Team","","Dmytro Gunko","1800 Petmeds","Cancel Delivery of 1800 Petmeds Feed","5.1.1","Feed Edit","","1/26/2012","C4","Closed","0.50","0.000","1.000"
"00123993","Support Team","","Dmytro Gunko","Big Fish Games","Questions Regarding Reviews in REMOD Status","5.1.1","Invalid","","1/25/2012","","Closed","1.00","0.500","0.500"
"00123963","Support Team","","Dmytro Gunko","Cisco Systems, Inc.","Remove the ""enter contest"" checkbox","5.1.1","Invalid","5.1.1","1/19/2012","C1","Closed","1.50","0.750","1.500"
"00123550","Support Team","","Dmytro Gunko","Under Armour, Inc.","Under Armour- Ask & Answer","5.1.0","Invalid","5.1.0","1/19/2012","C4","Closed","3.00","0.500","2.000"
"00123403","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice","Customer Investigation","5.0.13","","","1/16/2012","C4","Closed","24.00","0.000","23.000"
"00123158","Support Team","","Dmytro Gunko","Bazaarvoice","DaveRamsey: migrate to 5.0","5.0.13","Data Migrations","5.0.13","1/12/2012","C4","Closed","3.00","0.000","3.750"
"00123076","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice","VitaCost, Gonsi: migrate to 5.1 defaultui","","","","1/24/2012","C4","Closed","4.50","0.000","3.500"
"00123070","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice","Vitacost (PRR): Results of weekly release testing","","","","1/6/2012","C4","Closed","1.50","0.000","0.750"
"00123059","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice","Intuit (PRR): Results of major release testing on production","","","","1/10/2012","C4","Closed","1.00","0.000","1.000"
"00122957","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice","intuit: Migrate UI version 4.7 -> 5.0","","","","1/30/2012","C4","Closed","3.00","0.000","3.500"
"00122805","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice","Arcteryx Migrate UI version to 5.0","","","","1/6/2012","C4","Closed","3.00","0.000","5.000"
"00122655","Support Team","","Dmytro Gunko","Bazaarvoice","havertys: migrate to 5.0","5.0.12","Invalid","5.0.12","1/4/2012","C4","Closed","3.00","0.000","3.000"
"00122526","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice","llbean migrate to 5.0","","","","12/29/2011","C4","Closed","3.00","0.000","8.000"
"00122502","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice","Exito: migration to 5.0","","","","12/27/2011","C4","Closed","3.00","0.000","4.000"
"00122322","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice","Americangolf  mairation to 5.0","","","","12/26/2011","C4","Closed","3.00","0.000","3.500"
"00122321","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice","Americangolf (PRR, A&A): Active Tabs Issue from BVC-103685","","","","1/4/2012","C4","Closed","2.00","0.000","1.000"
"00121544","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice","Enable Hosted Authentication for remingtonproducts","5.0.10","","","12/20/2011","C4","Closed","8.00","1.000","15.500"
"00121491","Support Team","","Dmytro Gunko","Evans Cycles","phone number wrong","5.0.9","Text Change","","12/20/2011","C5","Closed","1.00","1.000","0.250"
"00118287","Strategic  Integration","PIE","Dmytro Gunko","The Golf Warehouse","Enable PIE for TGW","5.0.10","","","1/30/2012","","Closed","6.00","0.500","6.500"
"00115718","Strategic  Integration","PIE","Dmytro Gunko","In The Swim","PIE for Specialty Pool Products","5.1.5","","","2/21/2012","C1","In Progress","8.00","2.250","20.250"
"00126809","Support Team","","Igor Gubernat","Home Decorators Collection","Total # Reviews & Star Color on PIP","5.1.5","Minor UI Change","5.1.5","2/21/2012","C4","In Progress","0.50","0.250","0.000"
"00126801","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice","pharmavite: migrate ui version 4.9 -> 5.1","5.1.5","","","2/20/2012","C4","In Progress","2.00","0.000","2.000"
"00126792","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice","loblaw: migrate ui version 4.8 -> 5.1","5.1.5","","","2/21/2012","C4","Ready for Release","4.00","0.000","4.000"
"00126587","Support Team","","Igor Gubernat","Bazaarvoice","Orion Telescope - Ready to implement SCI","5.1.5","SCI","5.1.5","2/21/2012","C4","Closed","2.00","0.250","2.000"
"00126536","Support Team","","Igor Gubernat","Destination Maternity Corp formerly Mothers Work, Inc.","adding new categories to dimension sliders/features","5.1.5","Minor UI Change","5.1.5","2/21/2012","C1","In Progress","1.00","0.500","0.500"
"00126375","Support Team","","Igor Gubernat","Bazaarvoice","SCI request for Sitecatalyst","5.1.5","SCI","5.1.5","2/20/2012","C4","In Progress","2.00","0.250","2.000"
"00126352","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice","olay-en_au: migrate UI version 4.7 -> 5.1","5.1.5","","","2/20/2012","C4","Ready for Release","4.00","0.000","4.000"
